user_id,country,user_segment,registration_date,status
USR_1101,Mexico,sme,2024-04-22,active
USR_1102,Colombia,enterprise,2024-02-26,active
USR_1103,Colombia,sme,2024-05-30,active
USR_1104,Colombia,sme,2024-11-08,active
USR_1105,Mexico,retail,2023-08-05,active
USR_1106,Mexico,retail,2024-09-21,inactive
USR_1107,Mexico,sme,2024-02-24,active
USR_1108,Colombia,sme,2024-03-31,active
USR_1109,Colombia,retail,2024-03-04,active
USR_1110,Mexico,retail,2023-12-26,active
USR_1111,Mexico,sme,2023-11-04,active
USR_1112,Colombia,enterprise,2023-10-18,active
USR_1113,Colombia,sme,2024-06-11,active
USR_1114,Mexico,enterprise,2024-06-25,active
USR_1115,Mexico,retail,2024-03-01,inactive
USR_1116,Mexico,retail,2024-06-01,active
USR_1117,Mexico,enterprise,2024-11-10,active
USR_1118,Colombia,sme,2023-09-28,active
USR_1119,Colombia,sme,2023-10-23,active
USR_1120,Colombia,sme,2024-05-22,active
USR_1121,Colombia,retail,2024-04-16,active
USR_1122,Colombia,retail,2023-11-05,inactive
USR_1123,Colombia,retail,2024-10-04,active
USR_1124,Colombia,retail,2023-09-13,active
USR_1125,Mexico,retail,2024-10-05,active
USR_1126,Colombia,sme,2024-06-06,active
USR_1127,Colombia,retail,2024-12-29,active
USR_1128,Mexico,sme,2023-08-02,active
USR_1129,Colombia,enterprise,2024-03-20,active
USR_1130,Mexico,retail,2023-07-20,active
USR_1131,Colombia,retail,2024-01-18,active
USR_1132,Colombia,retail,2024-11-02,inactive
USR_1133,Mexico,sme,2024-03-08,active
USR_1134,Mexico,enterprise,2024-09-26,active
USR_1135,Mexico,retail,2024-12-10,active
USR_1136,Colombia,retail,2023-08-28,active
USR_1137,Mexico,retail,2023-12-20,active
USR_1138,Colombia,retail,2024-11-09,active
USR_1139,Mexico,retail,2023-08-24,active
USR_1140,Colombia,sme,2024-11-16,active
USR_1141,Mexico,retail,2024-05-04,active
USR_1142,Mexico,sme,2024-01-05,active
USR_1143,Mexico,sme,2024-06-14,active
USR_1144,Mexico,enterprise,2024-11-29,active
USR_1145,Mexico,retail,2023-10-14,active
USR_1146,Colombia,sme,2023-11-02,active
USR_1147,Mexico,enterprise,2024-12-07,inactive
USR_1148,Mexico,retail,2023-09-11,active
USR_1149,Mexico,enterprise,2024-03-26,active
USR_1150,Colombia,retail,2023-10-14,active
USR_1151,Mexico,retail,2024-07-10,active
USR_1152,Colombia,sme,2024-07-05,active
USR_1153,Mexico,retail,2024-01-23,active
USR_1154,Mexico,retail,2024-02-13,active
USR_1155,Mexico,retail,2024-04-02,active
USR_1156,Mexico,retail,2024-10-02,active
USR_1157,Mexico,enterprise,2023-10-03,inactive
USR_1158,Mexico,enterprise,2023-08-28,active
USR_1159,Mexico,sme,2023-11-19,active
USR_1160,Mexico,retail,2024-10-28,active
USR_1161,Colombia,sme,2024-09-20,active
USR_1162,Colombia,retail,2023-07-08,active
USR_1163,Mexico,retail,2024-08-25,active
USR_1164,Mexico,sme,2024-08-11,active
USR_1165,Colombia,retail,2024-08-01,active
USR_1166,Colombia,sme,2024-12-08,inactive
USR_1167,Mexico,retail,2023-08-22,active
USR_1168,Mexico,retail,2023-07-14,active
USR_1169,Colombia,enterprise,2024-03-20,active
USR_1170,Colombia,sme,2024-09-28,active
USR_1171,Mexico,retail,2023-10-21,active
USR_1172,Mexico,enterprise,2024-09-02,active
USR_1173,Colombia,sme,2023-12-04,active
USR_1174,Mexico,retail,2023-12-14,active
USR_1175,Mexico,retail,2024-04-27,inactive
USR_1176,Colombia,retail,2023-07-24,active
USR_1177,Colombia,enterprise,2023-07-21,inactive
USR_1178,Mexico,retail,2024-12-11,inactive
USR_1179,Colombia,sme,2024-07-27,inactive
USR_1180,Colombia,sme,2023-09-19,active
USR_1181,Colombia,sme,2024-12-04,active
USR_1182,Colombia,retail,2024-06-08,active
USR_1183,Mexico,retail,2024-01-24,active
USR_1184,Colombia,retail,2024-06-08,inactive
USR_1185,Mexico,retail,2024-09-16,active
USR_1186,Colombia,retail,2024-09-06,active
USR_1187,Mexico,retail,2024-07-18,active
USR_1188,Colombia,sme,2024-05-08,active
USR_1189,Mexico,retail,2023-09-13,active
USR_1190,Colombia,sme,2024-10-17,active
USR_1191,Mexico,retail,2024-03-27,active
USR_1192,Colombia,retail,2024-02-19,active
USR_1193,Colombia,sme,2023-11-04,active
USR_1194,Mexico,enterprise,2023-12-10,active
USR_1195,Mexico,retail,2023-07-04,active
USR_1196,Mexico,sme,2023-08-19,active
USR_1197,Mexico,sme,2023-07-09,active
USR_1198,Mexico,sme,2024-12-14,active
USR_1199,Mexico,sme,2023-11-01,active
USR_1200,Mexico,retail,2023-11-18,active
USR_1201,Colombia,sme,2023-08-29,active
USR_1202,Colombia,sme,2023-10-07,active
USR_1203,Colombia,retail,2024-01-24,active
USR_1204,Mexico,enterprise,2024-09-27,active
USR_1205,Colombia,retail,2024-06-06,active
USR_1206,Mexico,retail,2023-08-28,active
USR_1207,Colombia,retail,2023-11-08,active
USR_1208,Mexico,retail,2024-02-17,active
USR_1209,Colombia,sme,2023-07-13,active
USR_1210,Mexico,enterprise,2024-11-07,active
USR_1211,Mexico,retail,2024-10-02,inactive
USR_1212,Mexico,enterprise,2024-06-14,active
USR_1213,Mexico,retail,2024-12-29,active
USR_1214,Colombia,retail,2024-06-09,active
USR_1215,Mexico,sme,2023-12-15,active
USR_1216,Colombia,sme,2024-12-08,inactive
USR_1217,Mexico,retail,2024-06-23,active
USR_1218,Mexico,sme,2024-02-18,active
USR_1219,Mexico,sme,2024-04-05,inactive
USR_1220,Mexico,retail,2024-01-16,active
USR_1221,Mexico,enterprise,2024-10-17,inactive
USR_1222,Mexico,sme,2024-04-04,active
USR_1223,Mexico,sme,2024-03-25,active
USR_1224,Mexico,enterprise,2024-05-05,active
USR_1225,Colombia,retail,2024-03-15,active
USR_1226,Colombia,retail,2023-12-02,active
USR_1227,Mexico,retail,2024-10-08,active
USR_1228,Colombia,sme,2024-10-12,active
USR_1229,Colombia,retail,2024-01-07,active
USR_1230,Colombia,retail,2024-05-16,active
USR_1231,Mexico,sme,2023-12-20,active
USR_1232,Mexico,retail,2024-09-11,inactive
USR_1233,Colombia,retail,2023-09-16,active
USR_1234,Mexico,retail,2024-10-27,active
USR_1235,Colombia,retail,2024-10-28,active
USR_1236,Colombia,sme,2024-11-15,inactive
USR_1237,Mexico,sme,2024-03-24,active
USR_1238,Mexico,retail,2023-09-21,active
USR_1239,Mexico,enterprise,2023-10-07,active
USR_1240,Colombia,sme,2023-07-31,active
USR_1241,Mexico,sme,2024-11-28,active
USR_1242,Mexico,sme,2023-08-04,active
USR_1243,Colombia,sme,2024-04-18,active
USR_1244,Mexico,sme,2023-09-24,inactive
USR_1245,Colombia,retail,2023-12-25,active
USR_1246,Colombia,retail,2024-05-21,inactive
USR_1247,Colombia,sme,2024-08-09,active
USR_1248,Colombia,sme,2024-10-15,active
USR_1249,Colombia,retail,2023-09-29,active
USR_1250,Mexico,sme,2023-11-26,active
USR_1251,Colombia,retail,2024-11-01,active
USR_1252,Mexico,retail,2024-08-01,active
USR_1253,Colombia,retail,2024-03-14,active
USR_1254,Colombia,sme,2023-09-08,active
USR_1255,Mexico,retail,2023-11-27,inactive
USR_1256,Mexico,retail,2023-12-10,active
USR_1257,Colombia,retail,2024-06-19,active
USR_1258,Colombia,retail,2023-11-01,active
USR_1259,Colombia,enterprise,2024-06-19,active
USR_1260,Colombia,enterprise,2023-12-03,active
USR_1261,Colombia,sme,2024-03-26,inactive
USR_1262,Colombia,retail,2024-12-12,active
USR_1263,Colombia,retail,2024-04-29,active
USR_1264,Colombia,sme,2024-11-26,active
USR_1265,Mexico,sme,2024-01-29,active
USR_1266,Mexico,sme,2024-02-04,active
USR_1267,Colombia,enterprise,2023-10-28,active
USR_1268,Mexico,retail,2024-10-19,active
USR_1269,Colombia,enterprise,2024-01-21,active
USR_1270,Colombia,sme,2023-08-31,active
USR_1271,Mexico,retail,2024-04-28,active
USR_1272,Mexico,sme,2024-12-13,active
USR_1273,Mexico,retail,2024-03-12,active
USR_1274,Colombia,sme,2023-09-27,active
USR_1275,Mexico,retail,2023-12-31,inactive
USR_1276,Mexico,retail,2024-05-30,active
USR_1277,Mexico,sme,2023-12-22,active
USR_1278,Colombia,enterprise,2024-01-06,active
USR_1279,Mexico,enterprise,2024-07-16,inactive
USR_1280,Mexico,retail,2024-10-28,active
USR_1281,Colombia,sme,2024-08-21,inactive
USR_1282,Mexico,sme,2024-06-03,active
USR_1283,Colombia,enterprise,2024-07-18,active
USR_1284,Colombia,retail,2024-10-23,active
USR_1285,Mexico,sme,2024-12-25,active
USR_1286,Mexico,retail,2023-09-30,active
USR_1287,Mexico,retail,2024-11-26,active
USR_1288,Mexico,retail,2024-01-09,active
USR_1289,Colombia,enterprise,2024-01-25,active
USR_1290,Colombia,sme,2024-09-08,active
USR_1291,Colombia,sme,2023-10-07,active
USR_1292,Mexico,retail,2024-10-04,active
USR_1293,Mexico,enterprise,2024-10-21,active
USR_1294,Colombia,retail,2024-12-09,active
USR_1295,Colombia,sme,2024-10-15,active
USR_1296,Mexico,retail,2024-02-22,active
USR_1297,Colombia,sme,2024-10-09,active
USR_1298,Mexico,sme,2023-11-29,active
USR_1299,Colombia,retail,2024-11-14,inactive
USR_1300,Mexico,sme,2023-12-25,inactive
USR_1301,Mexico,retail,2024-09-24,active
USR_1302,Colombia,retail,2024-02-22,active
USR_1303,Mexico,sme,2023-08-20,active
USR_1304,Mexico,retail,2024-11-28,active
USR_1305,Colombia,retail,2024-06-30,active
USR_1306,Colombia,retail,2023-09-13,active
USR_1307,Mexico,sme,2023-09-04,active
USR_1308,Mexico,retail,2023-11-16,active
USR_1309,Mexico,sme,2024-12-10,active
USR_1310,Mexico,sme,2023-07-29,active
USR_1311,Colombia,sme,2024-04-30,active
USR_1312,Mexico,sme,2024-07-18,active
USR_1313,Colombia,enterprise,2024-09-10,inactive
USR_1314,Mexico,retail,2024-12-22,active
USR_1315,Mexico,retail,2024-02-02,active
USR_1316,Mexico,retail,2024-10-26,active
USR_1317,Colombia,retail,2023-08-23,active
USR_1318,Mexico,enterprise,2024-11-25,active
USR_1319,Mexico,sme,2024-09-10,active
USR_1320,Colombia,retail,2024-09-17,active
USR_1321,Mexico,retail,2024-06-27,active
USR_1322,Mexico,retail,2024-08-08,active
USR_1323,Mexico,retail,2024-09-22,active
USR_1324,Colombia,sme,2023-09-12,active
USR_1325,Colombia,enterprise,2024-11-01,active
USR_1326,Mexico,retail,2024-05-31,active
USR_1327,Colombia,sme,2024-09-06,active
USR_1328,Colombia,sme,2023-12-07,active
USR_1329,Mexico,retail,2024-12-03,active
USR_1330,Mexico,enterprise,2023-10-24,active
USR_1331,Mexico,retail,2024-09-05,active
USR_1332,Mexico,retail,2023-11-29,active
USR_1333,Mexico,enterprise,2024-10-29,active
USR_1334,Mexico,retail,2024-11-14,inactive
USR_1335,Colombia,retail,2024-11-27,inactive
USR_1336,Mexico,sme,2023-08-27,active
USR_1337,Mexico,retail,2024-07-16,active
USR_1338,Colombia,retail,2024-12-21,active
USR_1339,Mexico,retail,2024-02-20,active
USR_1340,Mexico,sme,2024-06-23,active
USR_1341,Mexico,sme,2023-08-22,inactive
USR_1342,Mexico,sme,2024-04-11,active
USR_1343,Mexico,sme,2024-06-21,active
USR_1344,Mexico,enterprise,2023-09-08,inactive
USR_1345,Mexico,retail,2023-12-08,active
USR_1346,Colombia,sme,2024-12-27,inactive
USR_1347,Mexico,sme,2024-03-21,active
USR_1348,Colombia,retail,2024-06-08,active
USR_1349,Mexico,sme,2023-10-11,active
USR_1350,Colombia,sme,2023-10-20,active
USR_1351,Mexico,enterprise,2024-08-14,active
USR_1352,Colombia,sme,2023-12-27,inactive
USR_1353,Colombia,retail,2024-12-04,inactive
USR_1354,Mexico,retail,2024-12-30,active
USR_1355,Mexico,retail,2024-09-18,active
USR_1356,Mexico,retail,2023-09-04,active
USR_1357,Mexico,retail,2024-01-13,active
USR_1358,Colombia,sme,2024-03-13,active
USR_1359,Colombia,sme,2024-08-01,inactive
USR_1360,Mexico,retail,2024-02-10,inactive
USR_1361,Mexico,retail,2024-03-26,active
USR_1362,Mexico,retail,2024-02-09,active
USR_1363,Colombia,retail,2024-01-25,active
USR_1364,Mexico,retail,2023-10-11,active
USR_1365,Mexico,retail,2024-07-30,active
USR_1366,Colombia,sme,2024-08-14,active
USR_1367,Mexico,retail,2023-07-08,active
USR_1368,Mexico,sme,2024-03-29,active
USR_1369,Mexico,sme,2024-07-25,inactive
USR_1370,Mexico,enterprise,2024-04-12,active
USR_1371,Colombia,enterprise,2024-10-17,active
USR_1372,Mexico,sme,2024-03-01,active
USR_1373,Colombia,sme,2024-04-20,active
USR_1374,Mexico,sme,2024-02-11,active
USR_1375,Colombia,retail,2024-03-05,inactive
USR_1376,Colombia,enterprise,2024-02-05,inactive
USR_1377,Mexico,sme,2024-12-15,active
USR_1378,Colombia,enterprise,2023-11-30,active
USR_1379,Mexico,retail,2024-02-26,active
USR_1380,Mexico,retail,2024-10-21,active
USR_1381,Mexico,sme,2024-12-17,active
USR_1382,Mexico,enterprise,2023-09-13,active
USR_1383,Colombia,enterprise,2023-10-27,inactive
USR_1384,Colombia,enterprise,2024-09-25,active
USR_1385,Colombia,retail,2023-07-05,active
USR_1386,Mexico,sme,2024-09-28,inactive
USR_1387,Mexico,enterprise,2023-09-05,active
USR_1388,Colombia,retail,2023-10-05,active
USR_1389,Mexico,enterprise,2023-11-29,active
USR_1390,Mexico,sme,2023-12-19,active
USR_1391,Colombia,sme,2025-01-02,active
USR_1392,Mexico,enterprise,2023-11-02,active
USR_1393,Mexico,sme,2024-01-23,inactive
USR_1394,Mexico,retail,2023-12-09,active
USR_1395,Mexico,retail,2024-05-08,active
USR_1396,Colombia,sme,2024-02-02,active
USR_1397,Colombia,retail,2024-01-30,active
USR_1398,Mexico,enterprise,2024-03-18,active
USR_1399,Colombia,sme,2024-11-10,active
USR_1400,Mexico,retail,2024-06-16,active
USR_1401,Mexico,retail,2023-10-18,active
USR_1402,Mexico,enterprise,2024-05-14,active
USR_1403,Mexico,sme,2024-06-04,active
USR_1404,Colombia,retail,2024-02-06,active
USR_1405,Colombia,retail,2024-09-20,active
USR_1406,Mexico,retail,2024-05-13,inactive
USR_1407,Colombia,retail,2023-07-07,inactive
USR_1408,Mexico,retail,2023-12-27,active
USR_1409,Colombia,retail,2024-02-13,active
USR_1410,Mexico,enterprise,2024-12-13,inactive
USR_1411,Mexico,enterprise,2024-08-25,active
USR_1412,Mexico,sme,2024-07-18,inactive
USR_1413,Mexico,sme,2024-04-10,active
USR_1414,Mexico,sme,2024-12-21,active
USR_1415,Colombia,sme,2024-08-19,active
USR_1416,Colombia,enterprise,2024-07-20,active
USR_1417,Mexico,retail,2024-05-29,inactive
USR_1418,Mexico,retail,2023-08-02,active
USR_1419,Mexico,sme,2024-10-17,active
USR_1420,Mexico,sme,2024-10-12,active
USR_1421,Mexico,retail,2024-10-03,active
USR_1422,Colombia,retail,2024-09-25,active
USR_1423,Mexico,retail,2024-02-05,active
USR_1424,Colombia,retail,2024-06-24,active
USR_1425,Mexico,sme,2023-11-29,active
USR_1426,Colombia,retail,2024-10-12,inactive
USR_1427,Mexico,retail,2024-07-07,active
USR_1428,Colombia,enterprise,2023-12-13,active
USR_1429,Mexico,sme,2024-06-25,active
USR_1430,Colombia,retail,2024-12-28,active
USR_1431,Mexico,retail,2024-12-25,active
USR_1432,Colombia,sme,2023-12-01,active
USR_1433,Colombia,retail,2023-09-21,active
USR_1434,Colombia,sme,2023-12-16,active
USR_1435,Mexico,sme,2024-10-23,active
USR_1436,Colombia,enterprise,2024-02-03,active
USR_1437,Colombia,retail,2024-04-01,active
USR_1438,Mexico,retail,2024-02-26,inactive
USR_1439,Mexico,retail,2024-05-11,inactive
USR_1440,Mexico,sme,2024-06-14,active
USR_1441,Mexico,retail,2024-10-20,active
USR_1442,Colombia,retail,2024-02-12,active
USR_1443,Mexico,retail,2024-01-01,active
USR_1444,Mexico,retail,2024-07-08,active
USR_1445,Mexico,sme,2023-09-22,active
USR_1446,Colombia,retail,2023-12-02,active
USR_1447,Mexico,retail,2023-07-24,active
USR_1448,Mexico,sme,2023-08-30,active
USR_1449,Mexico,retail,2024-11-22,active
USR_1450,Mexico,sme,2024-02-15,active
USR_1451,Mexico,retail,2023-11-27,active
USR_1452,Mexico,enterprise,2024-04-18,active
USR_1453,Mexico,retail,2023-12-24,active
USR_1454,Mexico,sme,2023-10-02,active
USR_1455,Mexico,enterprise,2024-09-12,inactive
USR_1456,Colombia,retail,2024-06-02,active
USR_1457,Colombia,retail,2023-10-05,active
USR_1458,Mexico,retail,2024-01-18,inactive
USR_1459,Mexico,sme,2024-03-05,active
USR_1460,Mexico,retail,2024-10-12,active
USR_1461,Colombia,sme,2024-04-22,inactive
USR_1462,Colombia,sme,2023-10-16,inactive
USR_1463,Colombia,retail,2024-09-06,active
USR_1464,Mexico,retail,2023-07-25,active
USR_1465,Colombia,retail,2024-01-30,inactive
USR_1466,Mexico,retail,2023-07-11,active
USR_1467,Colombia,enterprise,2024-03-25,active
USR_1468,Mexico,sme,2024-05-07,active
USR_1469,Mexico,retail,2024-10-12,active
USR_1470,Mexico,sme,2023-10-10,active
USR_1471,Colombia,retail,2023-09-26,active
USR_1472,Colombia,sme,2024-02-25,active
USR_1473,Mexico,sme,2023-10-23,inactive
USR_1474,Mexico,retail,2024-09-22,active
USR_1475,Mexico,sme,2023-10-31,active
USR_1476,Colombia,retail,2023-09-06,active
USR_1477,Colombia,enterprise,2024-12-11,active
USR_1478,Mexico,retail,2024-08-19,active
USR_1479,Colombia,sme,2024-06-17,active
USR_1480,Colombia,retail,2024-09-10,active
USR_1481,Colombia,retail,2024-01-15,active
USR_1482,Colombia,retail,2023-12-07,active
USR_1483,Mexico,retail,2024-02-08,active
USR_1484,Colombia,retail,2023-09-17,active
USR_1485,Mexico,sme,2024-07-28,active
USR_1486,Mexico,sme,2023-09-20,active
USR_1487,Colombia,retail,2023-11-05,active
USR_1488,Mexico,retail,2024-07-17,active
USR_1489,Mexico,sme,2024-08-02,active
USR_1490,Colombia,retail,2023-10-19,inactive
USR_1491,Mexico,retail,2024-11-28,inactive
USR_1492,Mexico,retail,2024-07-04,active
USR_1493,Colombia,sme,2024-11-20,active
USR_1494,Mexico,sme,2024-01-15,active
USR_1495,Mexico,retail,2024-11-23,inactive
USR_1496,Mexico,enterprise,2023-11-09,active
USR_1497,Mexico,retail,2024-03-16,active
USR_1498,Mexico,retail,2024-03-29,active
USR_1499,Mexico,sme,2024-02-10,active
USR_1500,Colombia,retail,2024-04-18,active
USR_1501,Mexico,retail,2023-10-10,active
USR_1502,Colombia,sme,2024-02-16,active
USR_1503,Colombia,sme,2024-10-20,active
USR_1504,Mexico,sme,2024-03-23,inactive
USR_1505,Colombia,sme,2024-03-07,inactive
USR_1506,Colombia,sme,2024-05-06,active
USR_1507,Colombia,sme,2023-07-31,active
USR_1508,Mexico,sme,2024-08-27,inactive
USR_1509,Colombia,retail,2023-11-01,active
USR_1510,Mexico,retail,2024-03-18,active
USR_1511,Mexico,retail,2024-07-07,active
USR_1512,Mexico,sme,2024-06-27,active
USR_1513,Colombia,sme,2024-04-20,active
USR_1514,Mexico,retail,2023-12-11,active
USR_1515,Colombia,retail,2024-04-01,active
USR_1516,Colombia,retail,2024-05-06,active
USR_1517,Mexico,sme,2023-07-18,active
USR_1518,Colombia,retail,2024-02-05,active
USR_1519,Colombia,enterprise,2024-08-27,active
USR_1520,Colombia,sme,2023-12-06,inactive
USR_1521,Mexico,retail,2024-07-06,active
USR_1522,Mexico,retail,2023-12-30,inactive
USR_1523,Mexico,retail,2024-04-11,inactive
USR_1524,Mexico,retail,2024-10-01,active
USR_1525,Colombia,sme,2024-08-10,active
USR_1526,Colombia,sme,2024-03-18,active
USR_1527,Mexico,enterprise,2024-05-13,active
USR_1528,Mexico,enterprise,2024-11-11,active
USR_1529,Colombia,retail,2024-10-10,active
USR_1530,Mexico,retail,2023-07-10,active
USR_1531,Mexico,retail,2023-12-29,inactive
USR_1532,Colombia,retail,2024-06-17,active
USR_1533,Colombia,retail,2023-11-21,active
USR_1534,Colombia,retail,2024-07-09,active
USR_1535,Mexico,retail,2024-04-19,inactive
USR_1536,Mexico,enterprise,2024-12-08,active
USR_1537,Mexico,sme,2024-03-22,active
USR_1538,Colombia,enterprise,2024-06-10,active
USR_1539,Mexico,retail,2024-09-04,active
USR_1540,Mexico,enterprise,2024-05-27,active
USR_1541,Colombia,sme,2024-07-28,active
USR_1542,Mexico,retail,2023-08-08,active
USR_1543,Mexico,enterprise,2024-11-22,active
USR_1544,Mexico,enterprise,2023-10-19,active
USR_1545,Mexico,sme,2024-07-05,active
USR_1546,Colombia,retail,2024-09-11,active
USR_1547,Mexico,sme,2024-04-13,active
USR_1548,Mexico,enterprise,2023-08-19,active
USR_1549,Mexico,enterprise,2024-06-05,active
USR_1550,Colombia,sme,2024-02-25,active
USR_1551,Mexico,sme,2024-12-06,active
USR_1552,Colombia,retail,2024-03-27,active
USR_1553,Mexico,retail,2024-08-28,active
USR_1554,Mexico,retail,2024-06-13,active
USR_1555,Mexico,sme,2023-08-25,active
USR_1556,Mexico,sme,2024-02-25,active
USR_1557,Mexico,sme,2024-11-14,active
USR_1558,Mexico,sme,2024-11-22,active
USR_1559,Mexico,sme,2023-10-13,active
USR_1560,Mexico,enterprise,2023-11-17,inactive
USR_1561,Mexico,sme,2023-12-14,active
USR_1562,Mexico,retail,2024-12-02,inactive
USR_1563,Colombia,retail,2024-06-29,active
USR_1564,Mexico,sme,2024-12-07,inactive
USR_1565,Mexico,retail,2023-11-18,active
USR_1566,Mexico,sme,2024-12-13,active
USR_1567,Colombia,retail,2024-02-03,active
USR_1568,Mexico,enterprise,2024-12-22,active
USR_1569,Mexico,retail,2024-08-28,active
USR_1570,Mexico,retail,2023-11-01,active
USR_1571,Colombia,retail,2023-10-05,active
USR_1572,Mexico,sme,2024-02-29,active
USR_1573,Mexico,retail,2023-07-28,active
USR_1574,Mexico,enterprise,2023-12-26,active
USR_1575,Colombia,retail,2023-09-03,active
USR_1576,Colombia,retail,2024-11-05,active
USR_1577,Colombia,retail,2024-01-24,active
USR_1578,Mexico,sme,2024-07-14,active
USR_1579,Mexico,retail,2024-11-13,inactive
USR_1580,Mexico,retail,2023-12-24,active
USR_1581,Colombia,retail,2024-03-11,active
USR_1582,Mexico,retail,2024-05-05,active
USR_1583,Colombia,enterprise,2024-11-16,active
USR_1584,Mexico,enterprise,2023-11-25,active
USR_1585,Mexico,sme,2024-01-16,active
USR_1586,Mexico,sme,2023-07-20,active
USR_1587,Mexico,sme,2024-11-11,active
USR_1588,Colombia,sme,2023-11-22,active
USR_1589,Mexico,retail,2024-07-05,active
USR_1590,Mexico,retail,2024-12-09,active
USR_1591,Mexico,retail,2024-02-23,active
USR_1592,Mexico,sme,2024-05-23,active
USR_1593,Mexico,enterprise,2023-12-12,inactive
USR_1594,Mexico,retail,2024-05-03,inactive
USR_1595,Mexico,retail,2024-11-05,active
USR_1596,Colombia,sme,2024-03-04,active
USR_1597,Mexico,sme,2024-11-15,active
USR_1598,Mexico,sme,2023-07-27,active
USR_1599,Colombia,retail,2024-11-20,active
USR_1600,Mexico,sme,2023-09-11,active
USR_1601,Colombia,sme,2024-10-30,active
USR_1602,Mexico,retail,2024-11-11,active
USR_1603,Mexico,retail,2023-09-02,active
USR_1604,Mexico,sme,2024-11-02,active
USR_1605,Mexico,sme,2024-06-28,active
USR_1606,Mexico,sme,2024-05-16,active
USR_1607,Mexico,sme,2024-02-14,active
USR_1608,Colombia,retail,2024-09-28,active
USR_1609,Mexico,enterprise,2024-10-17,active
USR_1610,Colombia,retail,2023-08-17,active
USR_1611,Mexico,sme,2024-02-10,active
USR_1612,Mexico,retail,2024-03-09,active
USR_1613,Colombia,retail,2023-08-19,active
USR_1614,Colombia,retail,2024-03-12,active
USR_1615,Colombia,retail,2023-07-05,inactive
USR_1616,Colombia,sme,2023-08-29,active
USR_1617,Colombia,sme,2023-10-02,active
USR_1618,Mexico,sme,2024-10-30,active
USR_1619,Mexico,sme,2024-06-07,active
USR_1620,Colombia,sme,2023-10-13,active
USR_1621,Colombia,retail,2023-12-01,active
USR_1622,Colombia,sme,2023-12-13,active
USR_1623,Colombia,retail,2024-10-06,active
USR_1624,Colombia,sme,2024-04-27,inactive
USR_1625,Colombia,retail,2023-09-15,active
USR_1626,Colombia,sme,2024-04-28,active
USR_1627,Mexico,retail,2024-11-08,active
USR_1628,Colombia,sme,2024-03-04,active
USR_1629,Colombia,enterprise,2024-01-06,active
USR_1630,Colombia,enterprise,2024-10-13,active
USR_1631,Colombia,sme,2024-11-09,active
USR_1632,Mexico,retail,2024-11-10,active
USR_1633,Mexico,sme,2023-10-06,active
USR_1634,Mexico,sme,2024-11-20,active
USR_1635,Mexico,enterprise,2024-06-16,active
USR_1636,Colombia,sme,2023-10-06,active
USR_1637,Mexico,retail,2023-09-06,active
USR_1638,Colombia,retail,2024-11-21,active
USR_1639,Colombia,sme,2023-08-27,active
USR_1640,Colombia,sme,2024-06-24,active
USR_1641,Mexico,retail,2024-12-12,active
USR_1642,Mexico,retail,2024-12-29,active
USR_1643,Mexico,sme,2024-11-25,active
USR_1644,Colombia,retail,2024-09-16,active
USR_1645,Colombia,sme,2024-04-05,active
USR_1646,Mexico,retail,2024-05-06,active
USR_1647,Mexico,sme,2024-03-23,inactive
USR_1648,Mexico,retail,2024-04-21,active
USR_1649,Mexico,retail,2024-09-07,active
USR_1650,Mexico,sme,2023-11-08,active
USR_1651,Mexico,retail,2023-12-07,active
USR_1652,Mexico,sme,2024-03-29,active
USR_1653,Mexico,sme,2024-01-05,active
USR_1654,Colombia,sme,2024-04-16,inactive
USR_1655,Colombia,sme,2024-09-10,active
USR_1656,Mexico,enterprise,2023-12-30,active
USR_1657,Mexico,retail,2024-09-21,active
USR_1658,Mexico,retail,2023-12-15,active
USR_1659,Mexico,retail,2024-04-14,active
USR_1660,Mexico,retail,2023-09-19,active
USR_1661,Mexico,retail,2024-09-29,active
USR_1662,Colombia,retail,2024-04-27,active
USR_1663,Mexico,sme,2024-12-27,inactive
USR_1664,Mexico,retail,2024-11-27,active
USR_1665,Mexico,sme,2023-09-28,inactive
USR_1666,Colombia,sme,2024-08-14,inactive
USR_1667,Colombia,retail,2024-07-03,active
USR_1668,Mexico,enterprise,2023-08-31,active
USR_1669,Colombia,retail,2023-12-19,active
USR_1670,Mexico,sme,2023-07-28,active
USR_1671,Mexico,enterprise,2024-12-26,active
USR_1672,Mexico,retail,2024-01-26,active
USR_1673,Mexico,retail,2024-08-05,active
USR_1674,Colombia,enterprise,2023-07-14,active
USR_1675,Mexico,retail,2024-12-11,active
USR_1676,Colombia,retail,2024-10-14,active
USR_1677,Colombia,sme,2024-05-23,active
USR_1678,Mexico,retail,2024-10-27,active
USR_1679,Colombia,sme,2024-12-28,active
USR_1680,Mexico,retail,2024-07-10,active
USR_1681,Mexico,retail,2023-08-15,inactive
USR_1682,Mexico,retail,2024-01-20,active
USR_1683,Colombia,enterprise,2023-11-05,active
USR_1684,Colombia,retail,2024-07-06,active
USR_1685,Colombia,retail,2023-08-03,active
USR_1686,Mexico,retail,2024-03-26,inactive
USR_1687,Mexico,retail,2023-10-21,active
USR_1688,Mexico,sme,2024-09-26,active
USR_1689,Mexico,retail,2024-12-11,active
USR_1690,Mexico,enterprise,2024-01-30,active
USR_1691,Colombia,sme,2024-09-29,active
USR_1692,Mexico,retail,2024-08-30,active
USR_1693,Mexico,retail,2023-07-10,active
