transaction_id,user_id,transaction_date,transaction_time,corridor,amount_usd,status,source_country,destination_country,user_segment
TXN_007518,USR_2673,2025-09-29,18:15:25,USD_COP,856.76,failed,US,CO,retail
TXN_007519,USR_0496,2025-12-20,09:01:23,USD_MXN,6358.77,success,US,MX,sme
TXN_007520,USR_4145,2025-12-29,19:59:28,USD_MXN,3743.95,success,US,MX,retail
TXN_007521,USR_4280,2025-09-12,15:46:16,USD_COP,3521.4,success,US,CO,sme
TXN_007522,USR_3743,2025-12-04,10:10:32,MXN_USD,2550.52,success,MX,US,retail
TXN_007523,USR_2162,2025-07-19,13:27:21,USD_MXN,8700.29,success,US,MX,sme
TXN_007524,USR_2535,2025-10-23,17:22:00,USD_MXN,1557.67,success,US,MX,retail
TXN_007525,USR_2266,2025-10-24,12:44:11,USD_MXN,9076.54,failed,US,MX,sme
TXN_007526,USR_3093,2025-12-05,19:35:18,MXN_COP,11683.85,success,MX,CO,enterprise
TXN_007527,USR_1825,2025-07-21,17:31:26,USD_MXN,15337.28,success,US,MX,enterprise
TXN_007528,USR_2992,2025-08-16,09:19:25,USD_COP,4294.63,success,US,CO,sme
TXN_007529,USR_3561,2025-11-09,08:32:22,USD_MXN,15811.9,success,US,MX,enterprise
TXN_007530,USR_3174,2025-08-11,11:24:44,MXN_USD,1674.41,success,MX,US,retail
TXN_007531,USR_3953,2025-10-19,13:41:36,USD_COP,7098.43,success,US,CO,sme
TXN_007532,USR_1345,2025-12-03,08:56:22,USD_COP,7323.91,success,US,CO,sme
TXN_007533,USR_3357,2025-10-13,10:21:35,USD_MXN,3627.97,failed,US,MX,retail
TXN_007534,USR_1900,2025-08-08,14:00:14,USD_COP,2830.11,success,US,CO,retail
TXN_007535,USR_4572,2025-12-18,17:01:16,USD_MXN,3554.31,success,US,MX,retail
TXN_007536,USR_3943,2025-12-27,17:53:45,COP_USD,2076.34,success,CO,US,retail
TXN_007537,USR_3737,2025-09-06,11:40:10,MXN_COP,1967.79,success,MX,CO,retail
TXN_007538,USR_4192,2025-12-01,15:48:17,USD_MXN,2786.29,success,US,MX,retail
TXN_007539,USR_4575,2025-09-21,15:34:21,USD_COP,24822.08,success,US,CO,enterprise
TXN_007540,USR_4858,2025-10-02,10:36:03,USD_COP,11381.6,success,US,CO,enterprise
TXN_007541,USR_1840,2025-10-03,13:58:31,MXN_COP,1968.74,success,MX,CO,retail
TXN_007542,USR_2447,2025-12-20,18:44:57,MXN_COP,1029.74,success,MX,CO,retail
TXN_007543,USR_1463,2025-09-03,12:40:58,USD_MXN,7895.15,success,US,MX,sme
TXN_007544,USR_1631,2025-07-17,17:53:08,USD_COP,4900.81,success,US,CO,sme
TXN_007545,USR_4153,2025-11-08,15:48:27,COP_USD,2581.22,success,CO,US,retail
TXN_007546,USR_3028,2025-12-09,19:45:32,USD_MXN,7359.43,success,US,MX,sme
TXN_007547,USR_2027,2025-11-09,17:17:12,USD_MXN,3527.54,success,US,MX,retail
TXN_007548,USR_3295,2025-07-31,15:22:51,COP_USD,3343.35,success,CO,US,sme
TXN_007549,USR_0135,2025-08-17,17:14:07,USD_MXN,2138.7,success,US,MX,retail
TXN_007550,USR_0035,2025-12-21,13:12:25,USD_COP,1157.27,success,US,CO,retail
TXN_007551,USR_2263,2025-12-20,09:37:16,USD_MXN,4086.59,success,US,MX,retail
TXN_007552,USR_1272,2025-10-31,15:21:16,USD_MXN,4829.8,success,US,MX,sme
TXN_007553,USR_0423,2025-07-14,09:41:59,USD_MXN,4440.05,success,US,MX,sme
TXN_007554,USR_4673,2025-10-07,13:02:35,USD_MXN,8341.96,success,US,MX,sme
TXN_007555,USR_3511,2025-12-19,15:29:13,USD_COP,1283.98,failed,US,CO,retail
TXN_007556,USR_3470,2025-09-16,14:16:26,USD_COP,3165.15,success,US,CO,sme
TXN_007557,USR_1146,2025-11-06,15:19:07,USD_MXN,2504.21,success,US,MX,retail
TXN_007558,USR_0607,2025-09-21,16:47:59,MXN_COP,1931.68,success,MX,CO,retail
TXN_007559,USR_1704,2025-10-12,17:51:50,MXN_COP,1298.85,success,MX,CO,retail
TXN_007560,USR_4242,2025-10-06,08:39:47,USD_MXN,8140.94,success,US,MX,sme
TXN_007561,USR_4004,2025-09-03,10:50:03,USD_COP,18311.36,success,US,CO,enterprise
TXN_007562,USR_3541,2025-10-22,14:12:21,USD_MXN,32075.94,success,US,MX,enterprise
TXN_007563,USR_3909,2025-08-13,12:52:47,COP_USD,4429.72,success,CO,US,sme
TXN_007564,USR_4820,2025-11-09,16:53:48,COP_USD,8772.07,success,CO,US,enterprise
TXN_007565,USR_0170,2025-09-13,11:27:43,MXN_COP,1396.82,success,MX,CO,retail
TXN_007566,USR_2761,2025-08-26,19:28:59,MXN_COP,1339.29,failed,MX,CO,retail
TXN_007567,USR_0230,2025-12-14,13:13:48,USD_MXN,7525.43,success,US,MX,sme
TXN_007568,USR_1242,2025-10-22,17:31:09,USD_MXN,10144.66,success,US,MX,sme
TXN_007569,USR_0596,2025-12-01,16:44:41,MXN_COP,1949.44,failed,MX,CO,retail
TXN_007570,USR_3460,2025-08-08,12:06:05,MXN_COP,2052.44,success,MX,CO,retail
TXN_007571,USR_3045,2025-12-09,16:21:55,USD_MXN,4123.03,success,US,MX,retail
TXN_007572,USR_0792,2025-12-10,11:39:19,MXN_COP,4976.46,success,MX,CO,sme
TXN_007573,USR_0592,2025-08-13,16:45:12,MXN_COP,610.35,success,MX,CO,retail
TXN_007574,USR_1113,2025-08-06,19:02:59,MXN_COP,2366.04,success,MX,CO,sme
TXN_007575,USR_2538,2025-12-06,08:29:38,USD_COP,6165.77,success,US,CO,sme
TXN_007576,USR_0794,2025-09-09,18:12:28,USD_COP,6875.55,success,US,CO,sme
TXN_007577,USR_1829,2025-08-25,11:41:30,USD_COP,6887.52,success,US,CO,sme
TXN_007578,USR_0394,2025-08-20,09:57:43,USD_MXN,4792.36,success,US,MX,sme
TXN_007579,USR_4116,2025-12-05,13:07:37,COP_USD,11670.32,success,CO,US,enterprise
TXN_007580,USR_0263,2025-08-18,14:51:01,USD_COP,2880.49,success,US,CO,retail
TXN_007581,USR_2703,2025-11-27,17:04:56,USD_MXN,8224.83,success,US,MX,sme
TXN_007582,USR_4049,2025-08-24,09:17:42,MXN_COP,1654.34,success,MX,CO,retail
TXN_007583,USR_3669,2025-07-29,08:59:44,USD_MXN,9888.53,success,US,MX,sme
TXN_007584,USR_1224,2025-12-10,14:06:33,MXN_COP,3799.76,success,MX,CO,sme
TXN_007585,USR_1737,2025-07-01,13:27:06,COP_USD,4895.9,success,CO,US,sme
TXN_007586,USR_2482,2025-10-16,13:54:12,MXN_COP,808.64,failed,MX,CO,retail
TXN_007587,USR_0049,2025-12-04,16:38:38,MXN_COP,1829.46,success,MX,CO,retail
TXN_007588,USR_3828,2025-08-09,09:46:00,USD_COP,3193.98,success,US,CO,sme
TXN_007589,USR_4475,2025-12-19,12:06:11,MXN_COP,3863.97,success,MX,CO,sme
TXN_007590,USR_2262,2025-11-22,12:13:42,MXN_COP,1462.88,success,MX,CO,retail
TXN_007591,USR_4556,2025-12-28,13:56:30,MXN_USD,5254.03,success,MX,US,sme
TXN_007592,USR_0562,2025-11-08,16:17:38,USD_MXN,8706.6,success,US,MX,sme
TXN_007593,USR_0906,2025-11-02,12:56:19,USD_COP,1232.27,success,US,CO,retail
TXN_007594,USR_1532,2025-10-05,17:26:34,USD_COP,6452.0,success,US,CO,sme
TXN_007595,USR_1634,2025-12-30,18:02:24,USD_MXN,10269.81,success,US,MX,sme
TXN_007596,USR_3170,2025-07-11,10:31:07,USD_COP,950.74,success,US,CO,retail
TXN_007597,USR_4910,2025-10-05,15:59:42,MXN_USD,2187.77,success,MX,US,retail
TXN_007598,USR_2369,2025-10-05,11:22:54,COP_USD,2102.45,success,CO,US,retail
TXN_007599,USR_1111,2025-11-05,11:26:35,MXN_USD,5878.78,success,MX,US,sme
TXN_007600,USR_0164,2025-08-21,16:16:50,COP_USD,1339.07,success,CO,US,retail
TXN_007601,USR_1571,2025-08-25,08:50:25,MXN_COP,1011.53,success,MX,CO,retail
TXN_007602,USR_2375,2025-10-31,12:15:08,USD_COP,1950.34,success,US,CO,retail
TXN_007603,USR_3097,2025-07-21,12:05:42,MXN_COP,10171.21,success,MX,CO,enterprise
TXN_007604,USR_1678,2025-11-04,08:05:33,USD_COP,15527.44,success,US,CO,enterprise
TXN_007605,USR_1207,2025-08-22,13:57:12,COP_USD,2571.31,success,CO,US,retail
TXN_007606,USR_3432,2025-09-19,16:12:15,USD_MXN,4290.02,success,US,MX,sme
TXN_007607,USR_0976,2025-12-08,08:51:34,MXN_COP,2120.64,success,MX,CO,retail
TXN_007608,USR_4033,2025-07-07,15:04:39,MXN_COP,1622.58,success,MX,CO,retail
TXN_007609,USR_2854,2025-07-25,13:07:34,USD_COP,963.16,success,US,CO,retail
TXN_007610,USR_1280,2025-12-21,08:06:42,USD_COP,3074.93,success,US,CO,sme
TXN_007611,USR_3594,2025-10-08,15:27:34,USD_MXN,33521.01,success,US,MX,enterprise
TXN_007612,USR_4128,2025-09-22,08:10:23,MXN_USD,20112.7,success,MX,US,enterprise
TXN_007613,USR_3689,2025-07-02,18:50:13,MXN_USD,10957.02,success,MX,US,enterprise
TXN_007614,USR_3785,2025-08-28,08:28:10,COP_USD,662.76,success,CO,US,retail
TXN_007615,USR_2277,2025-09-23,12:21:51,USD_COP,3024.14,success,US,CO,sme
TXN_007616,USR_3376,2025-11-09,17:19:21,COP_USD,1209.86,success,CO,US,retail
TXN_007617,USR_3251,2025-08-30,13:15:18,USD_COP,7067.52,success,US,CO,sme
TXN_007618,USR_1800,2025-07-03,15:15:35,USD_COP,2741.71,success,US,CO,sme
TXN_007619,USR_3613,2025-07-27,10:38:05,MXN_COP,11271.76,success,MX,CO,enterprise
TXN_007620,USR_1193,2025-07-12,19:43:38,USD_COP,2108.37,failed,US,CO,retail
TXN_007621,USR_4626,2025-08-31,10:08:43,MXN_COP,998.02,success,MX,CO,retail
TXN_007622,USR_3750,2025-11-03,08:37:51,COP_USD,4289.85,success,CO,US,sme
TXN_007623,USR_1279,2025-07-12,11:40:32,USD_MXN,7340.34,success,US,MX,sme
TXN_007624,USR_0637,2025-10-26,13:27:26,USD_COP,5361.69,success,US,CO,sme
TXN_007625,USR_2981,2025-07-14,08:42:05,USD_COP,3684.91,success,US,CO,sme
TXN_007626,USR_2407,2025-07-12,19:10:27,MXN_USD,3141.1,success,MX,US,retail
TXN_007627,USR_0222,2025-10-03,18:52:12,USD_COP,9623.38,success,US,CO,enterprise
TXN_007628,USR_4844,2025-11-11,19:11:15,USD_COP,5247.69,success,US,CO,sme
TXN_007629,USR_2715,2025-09-28,10:12:55,USD_MXN,4785.42,success,US,MX,sme
TXN_007630,USR_0496,2025-07-05,12:06:39,COP_USD,2205.1,success,CO,US,retail
TXN_007631,USR_3764,2025-12-09,12:02:09,USD_MXN,18224.1,failed,US,MX,enterprise
TXN_007632,USR_4938,2025-11-10,10:19:29,USD_COP,20330.13,success,US,CO,enterprise
TXN_007633,USR_3988,2025-10-19,17:01:48,USD_MXN,3634.94,success,US,MX,retail
TXN_007634,USR_0425,2025-11-25,19:33:58,USD_COP,3427.81,success,US,CO,sme
TXN_007635,USR_1910,2025-12-21,08:48:01,MXN_COP,3045.18,success,MX,CO,sme
TXN_007636,USR_0430,2025-07-14,15:42:11,USD_MXN,5412.43,success,US,MX,sme
TXN_007637,USR_4468,2025-12-21,10:12:07,USD_MXN,3189.23,success,US,MX,retail
TXN_007638,USR_0856,2025-08-04,15:00:28,COP_USD,2227.45,success,CO,US,retail
TXN_007639,USR_0843,2025-10-09,14:51:57,MXN_COP,3333.1,success,MX,CO,sme
TXN_007640,USR_0752,2025-08-26,13:55:08,USD_COP,1194.14,success,US,CO,retail
TXN_007641,USR_3023,2025-11-17,19:28:30,USD_COP,862.96,success,US,CO,retail
TXN_007642,USR_1852,2025-10-05,11:18:18,USD_COP,2717.72,success,US,CO,retail
TXN_007643,USR_4333,2025-12-22,14:16:11,COP_USD,2010.11,success,CO,US,retail
TXN_007644,USR_0965,2025-07-16,13:10:58,USD_MXN,21358.78,success,US,MX,enterprise
TXN_007645,USR_1592,2025-08-09,16:57:44,MXN_USD,2614.06,success,MX,US,retail
TXN_007646,USR_2442,2025-12-27,11:27:50,USD_COP,2143.96,failed,US,CO,retail
TXN_007647,USR_3945,2025-07-09,09:01:17,USD_COP,1182.87,success,US,CO,retail
TXN_007648,USR_1968,2025-10-06,17:36:39,USD_COP,3104.99,success,US,CO,sme
TXN_007649,USR_0203,2025-10-01,09:31:43,USD_MXN,3763.81,success,US,MX,sme
TXN_007650,USR_2994,2025-12-22,10:33:37,USD_COP,2958.04,success,US,CO,retail
TXN_007651,USR_1388,2025-12-11,12:09:46,USD_MXN,1617.57,success,US,MX,retail
TXN_007652,USR_2916,2025-07-19,08:23:42,COP_USD,12851.31,success,CO,US,enterprise
TXN_007653,USR_1230,2025-10-10,18:36:48,USD_COP,5279.49,success,US,CO,sme
TXN_007654,USR_3925,2025-11-03,08:01:46,COP_USD,4864.34,success,CO,US,sme
TXN_007655,USR_3184,2025-08-11,12:29:52,USD_MXN,5632.47,success,US,MX,sme
TXN_007656,USR_0283,2025-09-13,19:07:00,USD_MXN,1997.04,success,US,MX,retail
TXN_007657,USR_2662,2025-07-23,19:38:39,USD_MXN,1244.37,success,US,MX,retail
TXN_007658,USR_2915,2025-08-31,10:52:31,USD_COP,2661.35,success,US,CO,sme
TXN_007659,USR_3819,2025-07-13,17:18:08,MXN_USD,4295.11,success,MX,US,sme
TXN_007660,USR_3180,2025-11-09,11:36:06,USD_COP,2183.08,success,US,CO,retail
TXN_007661,USR_2286,2025-07-09,12:02:12,USD_MXN,10243.27,success,US,MX,sme
TXN_007662,USR_1793,2025-12-06,13:51:06,MXN_USD,7464.33,success,MX,US,sme
TXN_007663,USR_3066,2025-10-08,15:11:04,MXN_COP,2128.87,success,MX,CO,retail
TXN_007664,USR_0342,2025-07-02,14:02:03,MXN_COP,2135.68,failed,MX,CO,retail
TXN_007665,USR_1146,2025-12-27,14:56:29,USD_MXN,3031.28,success,US,MX,retail
TXN_007666,USR_3098,2025-09-12,09:46:13,USD_COP,5351.71,success,US,CO,sme
TXN_007667,USR_0658,2025-07-12,16:51:43,USD_MXN,34899.8,success,US,MX,enterprise
TXN_007668,USR_1664,2025-09-25,15:06:46,USD_MXN,3461.96,success,US,MX,retail
TXN_007669,USR_3925,2025-09-02,18:02:41,COP_USD,1094.26,success,CO,US,retail
TXN_007670,USR_4935,2025-07-11,16:56:57,COP_USD,1940.35,success,CO,US,retail
TXN_007671,USR_3966,2025-07-22,14:12:17,USD_MXN,5005.68,success,US,MX,sme
TXN_007672,USR_2079,2025-07-11,13:50:59,USD_COP,976.52,success,US,CO,retail
TXN_007673,USR_2480,2025-07-30,08:42:20,USD_MXN,1994.77,success,US,MX,retail
TXN_007674,USR_3819,2025-09-01,11:25:38,MXN_COP,1885.08,success,MX,CO,retail
TXN_007675,USR_3855,2025-12-03,12:14:50,MXN_COP,5003.84,success,MX,CO,sme
TXN_007676,USR_0037,2025-12-11,11:44:47,USD_COP,3118.25,success,US,CO,sme
TXN_007677,USR_0328,2025-10-30,15:36:34,USD_COP,1063.92,success,US,CO,retail
TXN_007678,USR_3205,2025-07-03,11:23:07,USD_MXN,2627.52,success,US,MX,retail
TXN_007679,USR_4474,2025-11-20,08:11:45,USD_COP,6416.53,success,US,CO,sme
TXN_007680,USR_4610,2025-07-22,16:46:20,USD_MXN,23453.09,success,US,MX,enterprise
TXN_007681,USR_2022,2025-11-09,11:23:41,USD_COP,6215.75,success,US,CO,sme
TXN_007682,USR_4768,2025-09-22,12:57:34,USD_MXN,9308.07,success,US,MX,sme
TXN_007683,USR_2209,2025-08-12,12:50:35,USD_MXN,2649.9,success,US,MX,retail
TXN_007684,USR_3875,2025-12-29,11:46:51,MXN_USD,1192.2,success,MX,US,retail
TXN_007685,USR_4475,2025-08-27,11:07:10,USD_COP,1679.57,success,US,CO,retail
TXN_007686,USR_1857,2025-08-01,18:48:17,USD_MXN,2441.21,success,US,MX,retail
TXN_007687,USR_1429,2025-07-06,09:48:57,USD_MXN,15450.57,failed,US,MX,enterprise
TXN_007688,USR_2026,2025-10-13,13:18:01,USD_MXN,3580.17,success,US,MX,retail
TXN_007689,USR_2153,2025-10-08,15:55:18,USD_COP,969.32,success,US,CO,retail
TXN_007690,USR_1669,2025-09-30,17:59:32,USD_MXN,7957.71,success,US,MX,sme
TXN_007691,USR_1437,2025-11-17,12:36:14,USD_COP,1493.94,success,US,CO,retail
TXN_007692,USR_2520,2025-10-29,13:34:23,MXN_COP,1165.95,success,MX,CO,retail
TXN_007693,USR_1121,2025-09-11,10:50:31,MXN_USD,1401.21,success,MX,US,retail
TXN_007694,USR_3038,2025-07-28,18:49:11,MXN_COP,3993.34,success,MX,CO,sme
TXN_007695,USR_4400,2025-09-06,19:22:27,MXN_COP,17070.33,success,MX,CO,enterprise
TXN_007696,USR_1544,2025-12-09,16:40:28,USD_COP,942.22,success,US,CO,retail
TXN_007697,USR_4093,2025-09-30,14:28:19,USD_COP,1176.76,success,US,CO,retail
TXN_007698,USR_2445,2025-07-21,10:49:18,USD_MXN,5799.86,failed,US,MX,sme
TXN_007699,USR_0552,2025-08-28,14:43:16,USD_MXN,3730.12,success,US,MX,retail
TXN_007700,USR_0216,2025-07-12,18:23:08,USD_COP,4480.72,success,US,CO,sme
TXN_007701,USR_1238,2025-11-03,16:28:59,USD_COP,1500.0,success,US,CO,retail
TXN_007702,USR_3387,2025-07-01,13:40:07,USD_MXN,7770.4,success,US,MX,sme
TXN_007703,USR_3722,2025-10-22,12:44:59,MXN_USD,3693.39,success,MX,US,sme
TXN_007704,USR_3185,2025-11-09,15:10:21,USD_MXN,10283.34,failed,US,MX,sme
TXN_007705,USR_0892,2025-09-26,16:29:38,USD_MXN,1672.45,success,US,MX,retail
TXN_007706,USR_1964,2025-12-27,12:11:09,USD_MXN,16296.21,success,US,MX,enterprise
TXN_007707,USR_2701,2025-12-16,12:40:26,USD_MXN,1176.47,success,US,MX,retail
TXN_007708,USR_3784,2025-11-01,12:11:40,USD_COP,2909.11,success,US,CO,retail
TXN_007709,USR_1922,2025-10-29,18:13:31,USD_COP,2902.62,success,US,CO,retail
TXN_007710,USR_3400,2025-08-27,12:28:29,USD_MXN,1781.75,success,US,MX,retail
TXN_007711,USR_3544,2025-08-07,19:51:46,USD_MXN,3459.23,success,US,MX,retail
TXN_007712,USR_3534,2025-12-07,18:33:21,MXN_COP,4273.37,success,MX,CO,sme
TXN_007713,USR_1182,2025-10-03,16:30:28,USD_COP,19994.53,success,US,CO,enterprise
TXN_007714,USR_3340,2025-12-03,17:15:30,COP_USD,720.55,success,CO,US,retail
TXN_007715,USR_0356,2025-12-03,19:42:38,USD_MXN,5903.35,success,US,MX,sme
TXN_007716,USR_1715,2025-09-01,15:12:21,COP_USD,737.98,success,CO,US,retail
TXN_007717,USR_3078,2025-09-23,14:28:13,USD_COP,3573.44,success,US,CO,sme
TXN_007718,USR_4213,2025-08-20,08:35:20,MXN_USD,7264.54,success,MX,US,sme
TXN_007719,USR_2288,2025-11-16,18:21:56,MXN_COP,4057.89,success,MX,CO,sme
TXN_007720,USR_2308,2025-07-09,15:11:11,MXN_COP,3444.26,success,MX,CO,sme
TXN_007721,USR_3818,2025-08-05,16:38:37,USD_COP,1814.86,failed,US,CO,retail
TXN_007722,USR_0449,2025-07-04,09:44:55,USD_COP,2511.98,success,US,CO,retail
TXN_007723,USR_0183,2025-07-27,15:59:58,MXN_USD,2877.65,success,MX,US,retail
TXN_007724,USR_3128,2025-09-27,10:54:21,MXN_COP,1819.86,success,MX,CO,retail
TXN_007725,USR_3160,2025-10-13,12:03:22,USD_COP,3055.95,success,US,CO,sme
TXN_007726,USR_4734,2025-11-24,11:28:44,USD_COP,5842.94,success,US,CO,sme
TXN_007727,USR_0667,2025-11-23,10:16:43,COP_USD,2097.12,success,CO,US,retail
TXN_007728,USR_4806,2025-09-29,10:56:11,MXN_USD,5570.01,success,MX,US,sme
TXN_007729,USR_1231,2025-07-21,15:13:52,MXN_COP,1939.85,success,MX,CO,retail
TXN_007730,USR_2838,2025-10-19,15:38:36,MXN_COP,3430.36,success,MX,CO,sme
TXN_007731,USR_2032,2025-10-04,18:15:35,USD_MXN,34427.33,success,US,MX,enterprise
TXN_007732,USR_3348,2025-12-03,16:07:32,USD_MXN,3439.18,failed,US,MX,retail
TXN_007733,USR_2249,2025-09-13,09:56:21,USD_COP,2322.38,success,US,CO,retail
TXN_007734,USR_3463,2025-12-13,13:38:00,USD_MXN,5172.74,success,US,MX,sme
TXN_007735,USR_2101,2025-07-23,19:21:25,USD_COP,1572.12,success,US,CO,retail
TXN_007736,USR_2197,2025-08-02,14:57:47,COP_USD,1313.65,success,CO,US,retail
TXN_007737,USR_0508,2025-08-23,09:49:58,USD_MXN,6104.56,failed,US,MX,sme
TXN_007738,USR_4567,2025-11-24,10:58:56,USD_MXN,2049.23,success,US,MX,retail
TXN_007739,USR_2611,2025-10-17,19:41:02,MXN_COP,2123.01,success,MX,CO,retail
TXN_007740,USR_2832,2025-08-09,17:39:29,USD_MXN,9436.61,success,US,MX,sme
TXN_007741,USR_0296,2025-11-04,11:48:47,MXN_COP,1161.69,success,MX,CO,retail
TXN_007742,USR_3957,2025-09-14,09:33:34,USD_MXN,30207.53,success,US,MX,enterprise
TXN_007743,USR_4767,2025-08-21,11:54:35,USD_MXN,15635.93,failed,US,MX,enterprise
TXN_007744,USR_3047,2025-10-15,12:31:31,COP_USD,6386.81,success,CO,US,sme
TXN_007745,USR_0950,2025-07-08,10:22:21,USD_MXN,8410.45,success,US,MX,sme
TXN_007746,USR_2010,2025-08-25,16:34:58,USD_MXN,6237.44,failed,US,MX,sme
TXN_007747,USR_2617,2025-08-26,17:08:05,COP_USD,18733.41,success,CO,US,enterprise
TXN_007748,USR_0025,2025-07-05,13:58:49,MXN_COP,2752.4,success,MX,CO,sme
TXN_007749,USR_4779,2025-08-23,19:19:03,COP_USD,15668.37,success,CO,US,enterprise
TXN_007750,USR_0406,2025-09-06,09:10:26,USD_COP,5331.97,success,US,CO,sme
TXN_007751,USR_1710,2025-11-15,08:51:12,COP_USD,7286.38,success,CO,US,enterprise
TXN_007752,USR_0531,2025-09-19,08:04:07,USD_MXN,5379.44,success,US,MX,sme
TXN_007753,USR_1737,2025-07-02,12:09:57,USD_MXN,28640.42,success,US,MX,enterprise
TXN_007754,USR_2334,2025-07-16,08:08:12,USD_COP,15921.83,success,US,CO,enterprise
TXN_007755,USR_1281,2025-10-21,11:30:42,USD_COP,1548.76,success,US,CO,retail
TXN_007756,USR_3036,2025-09-30,15:33:19,MXN_USD,6072.75,success,MX,US,sme
TXN_007757,USR_3136,2025-11-06,16:19:04,COP_USD,1662.56,success,CO,US,retail
TXN_007758,USR_4840,2025-07-26,17:47:05,COP_USD,7530.03,success,CO,US,enterprise
TXN_007759,USR_4824,2025-11-18,16:16:43,USD_COP,1700.71,success,US,CO,retail
TXN_007760,USR_2775,2025-10-28,12:09:58,USD_COP,2619.63,success,US,CO,sme
TXN_007761,USR_4144,2025-10-10,13:30:52,COP_USD,18282.28,success,CO,US,enterprise
TXN_007762,USR_4859,2025-07-25,19:26:56,USD_MXN,31052.17,success,US,MX,enterprise
TXN_007763,USR_4872,2025-07-23,16:35:40,MXN_COP,9470.91,success,MX,CO,enterprise
TXN_007764,USR_0248,2025-11-20,12:18:55,MXN_COP,2097.43,success,MX,CO,retail
TXN_007765,USR_3147,2025-08-05,12:15:11,MXN_USD,11712.06,success,MX,US,enterprise
TXN_007766,USR_1630,2025-08-19,17:25:22,USD_MXN,3131.6,success,US,MX,retail
TXN_007767,USR_3586,2025-07-26,18:47:29,USD_MXN,1517.49,success,US,MX,retail
TXN_007768,USR_0697,2025-12-01,19:24:18,COP_USD,13039.82,success,CO,US,enterprise
TXN_007769,USR_2145,2025-08-13,08:01:44,COP_USD,10988.99,success,CO,US,enterprise
TXN_007770,USR_2550,2025-11-14,12:47:35,MXN_COP,3382.87,success,MX,CO,sme
TXN_007771,USR_4036,2025-11-29,12:49:41,COP_USD,765.21,success,CO,US,retail
TXN_007772,USR_1351,2025-08-30,19:50:48,MXN_COP,3318.78,success,MX,CO,sme
TXN_007773,USR_4521,2025-07-22,14:39:18,USD_MXN,2476.86,success,US,MX,retail
TXN_007774,USR_4105,2025-08-15,17:28:31,USD_MXN,2586.42,success,US,MX,retail
TXN_007775,USR_0764,2025-11-29,11:51:45,COP_USD,2255.48,success,CO,US,retail
TXN_007776,USR_2427,2025-12-23,08:47:14,COP_USD,1801.16,success,CO,US,retail
TXN_007777,USR_3824,2025-09-30,17:34:14,USD_MXN,4834.14,success,US,MX,sme
TXN_007778,USR_3276,2025-11-06,10:13:18,USD_COP,20772.61,success,US,CO,enterprise
TXN_007779,USR_4729,2025-09-20,10:16:30,USD_COP,7038.52,failed,US,CO,sme
TXN_007780,USR_1449,2025-08-02,12:09:30,COP_USD,801.16,success,CO,US,retail
TXN_007781,USR_4851,2025-08-29,08:08:49,COP_USD,2490.08,failed,CO,US,retail
TXN_007782,USR_3162,2025-10-31,09:58:17,USD_MXN,7187.19,failed,US,MX,sme
TXN_007783,USR_3827,2025-12-17,10:50:42,MXN_USD,5025.69,success,MX,US,sme
TXN_007784,USR_0242,2025-11-18,15:17:34,USD_MXN,3582.62,success,US,MX,sme
TXN_007785,USR_3045,2025-08-15,17:36:07,MXN_COP,728.43,success,MX,CO,retail
TXN_007786,USR_0581,2025-09-14,10:09:21,USD_MXN,3811.23,success,US,MX,retail
TXN_007787,USR_1991,2025-12-15,15:05:52,MXN_COP,5329.13,success,MX,CO,sme
TXN_007788,USR_4616,2025-08-23,09:31:50,USD_MXN,1149.44,success,US,MX,retail
TXN_007789,USR_1022,2025-11-01,18:38:22,MXN_COP,2353.61,success,MX,CO,sme
TXN_007790,USR_1708,2025-12-11,13:42:29,USD_COP,5246.35,success,US,CO,sme
TXN_007791,USR_1450,2025-12-26,19:57:42,COP_USD,7890.01,success,CO,US,enterprise
TXN_007792,USR_4712,2025-10-19,13:08:07,USD_MXN,8619.59,success,US,MX,sme
TXN_007793,USR_2073,2025-08-28,19:27:40,USD_COP,1072.66,failed,US,CO,retail
TXN_007794,USR_0882,2025-12-28,17:48:37,MXN_COP,2827.87,success,MX,CO,sme
TXN_007795,USR_2982,2025-07-11,10:15:31,USD_MXN,15462.97,success,US,MX,enterprise
TXN_007796,USR_4796,2025-10-24,18:56:02,MXN_USD,8562.73,success,MX,US,enterprise
TXN_007797,USR_4252,2025-12-28,11:10:24,USD_COP,2441.46,success,US,CO,retail
TXN_007798,USR_3754,2025-09-18,08:58:44,USD_COP,4601.93,success,US,CO,sme
TXN_007799,USR_3795,2025-11-13,16:25:00,USD_COP,4056.97,success,US,CO,sme
TXN_007800,USR_1347,2025-08-08,16:26:05,USD_COP,5320.3,success,US,CO,sme
TXN_007801,USR_4110,2025-12-29,15:06:11,MXN_COP,9521.67,success,MX,CO,enterprise
TXN_007802,USR_0237,2025-07-19,19:09:46,USD_MXN,1880.09,success,US,MX,retail
TXN_007803,USR_2814,2025-07-23,18:09:35,COP_USD,12237.82,success,CO,US,enterprise
TXN_007804,USR_2757,2025-12-07,17:16:21,USD_COP,24969.14,success,US,CO,enterprise
TXN_007805,USR_2444,2025-07-06,10:42:18,MXN_USD,7338.32,success,MX,US,sme
TXN_007806,USR_3312,2025-09-14,12:30:12,USD_COP,2985.55,success,US,CO,sme
